timestamp,signal_percent
2026-06-18T12:42:23.079465,99
2026-06-18T12:42:24.293858,99
2026-06-18T12:42:25.527688,99
2026-06-18T12:42:26.752189,99
2026-06-18T12:42:28.132061,99
2026-06-18T12:42:29.337410,99
2026-06-18T12:42:30.531995,99
2026-06-18T12:42:31.791311,99
2026-06-18T12:42:32.994011,99
2026-06-18T12:42:34.233746,99
2026-06-18T12:42:35.518391,99
2026-06-18T12:42:36.821981,99
2026-06-18T12:42:38.084498,99
2026-06-18T12:42:39.295959,99
2026-06-18T12:42:40.499660,99
2026-06-18T12:42:41.724762,99
2026-06-18T12:42:42.950982,99
2026-06-18T12:42:44.152536,99
2026-06-18T12:42:45.385592,99
2026-06-18T12:42:46.632783,99
2026-06-18T12:42:47.860017,99
2026-06-18T12:42:49.071939,99
2026-06-18T12:42:50.351574,99
2026-06-18T12:42:51.553625,99
2026-06-18T12:42:52.788562,99
2026-06-18T12:42:54.006436,99
2026-06-18T12:42:55.206458,99
2026-06-18T12:42:56.448763,99
2026-06-18T12:42:57.645412,99
2026-06-18T12:42:58.861540,99
2026-06-18T12:43:00.282095,99
2026-06-18T12:43:01.523550,99
2026-06-18T12:43:02.763365,99
2026-06-18T12:43:03.967243,99
2026-06-18T12:43:05.179745,99
2026-06-18T12:43:06.419334,99
2026-06-18T12:43:07.635243,99
2026-06-18T12:43:08.879395,99
2026-06-18T12:43:10.091866,99
2026-06-18T12:43:11.301504,99
2026-06-18T12:43:12.566092,99
2026-06-18T12:43:13.770487,99
2026-06-18T12:43:14.975376,99
2026-06-18T12:43:16.170534,99
2026-06-18T12:43:17.363521,99
2026-06-18T12:43:18.579695,99
2026-06-18T12:43:19.847786,99
2026-06-18T12:43:21.061549,99
2026-06-18T12:43:22.271704,99
2026-06-18T12:43:23.473964,99
2026-06-18T12:43:24.716724,99
2026-06-18T12:43:25.933703,99
2026-06-18T12:43:27.152940,99
2026-06-18T12:43:28.355930,99
2026-06-18T12:43:29.584173,99
2026-06-18T12:43:30.806648,99
2026-06-18T12:43:32.023605,99
2026-06-18T12:43:33.246770,99
2026-06-18T12:43:34.492897,99
2026-06-18T12:43:35.702090,99
2026-06-18T12:43:36.913104,99
2026-06-18T12:43:38.124391,99
2026-06-18T12:43:39.333973,99
2026-06-18T12:43:40.541253,99
2026-06-18T12:43:41.762309,99
2026-06-18T12:43:42.968326,99
2026-06-18T12:43:44.162036,99
2026-06-18T12:43:45.404793,99
2026-06-18T12:43:46.661398,99
2026-06-18T12:43:47.863903,99
2026-06-18T12:43:49.063504,99
2026-06-18T12:43:50.261750,99
2026-06-18T12:43:51.533192,99
2026-06-18T12:43:52.762056,99
2026-06-18T12:43:53.996722,99
2026-06-18T12:43:55.201115,99
2026-06-18T12:43:56.401512,99
2026-06-18T12:43:57.613670,99
2026-06-18T12:43:58.834467,99
2026-06-18T12:44:00.182078,99
2026-06-18T12:44:01.432426,99
2026-06-18T12:44:02.633862,99
2026-06-18T12:44:03.877153,99
2026-06-18T12:44:05.115572,99
2026-06-18T12:44:06.325237,99
2026-06-18T12:44:07.523104,99
2026-06-18T12:44:08.745920,99
2026-06-18T12:44:09.943589,99
2026-06-18T12:44:11.144931,99
2026-06-18T12:44:12.404572,99
2026-06-18T12:44:13.688831,99
2026-06-18T12:44:14.909054,99
2026-06-18T12:44:16.117434,99
2026-06-18T12:44:17.316016,99
2026-06-18T12:44:18.503785,99
2026-06-18T12:44:19.704456,99
2026-06-18T12:44:20.921990,99
2026-06-18T12:44:22.120297,99
2026-06-18T12:44:23.555322,99
2026-06-18T12:44:24.791902,99
2026-06-18T12:44:25.991571,99
2026-06-18T12:44:27.237217,99
2026-06-18T12:44:28.435743,99
2026-06-18T12:44:29.655715,99
2026-06-18T12:44:30.890825,99
2026-06-18T12:44:32.088707,99
2026-06-18T12:44:33.325697,99
2026-06-18T12:44:34.564182,99
2026-06-18T12:44:35.782468,99
2026-06-18T12:44:37.050859,99
2026-06-18T12:44:38.249687,99
2026-06-18T12:44:39.452478,99
2026-06-18T12:44:40.702641,99
2026-06-18T12:44:41.906614,99
2026-06-18T12:44:43.130654,99
2026-06-18T12:44:44.362503,99
2026-06-18T12:44:45.565973,99
2026-06-18T12:44:46.857643,99
2026-06-18T12:44:48.061683,99
2026-06-18T12:44:49.261918,99
2026-06-18T12:44:50.507460,99
2026-06-18T12:44:51.720675,99
2026-06-18T12:44:52.946619,99
2026-06-18T12:44:54.162582,99
2026-06-18T12:44:55.375496,99
2026-06-18T12:44:56.593914,99
2026-06-18T12:44:57.831201,99
2026-06-18T12:44:59.077455,99
2026-06-18T12:45:00.489470,99
2026-06-18T12:45:01.690351,99
2026-06-18T12:45:02.915582,99
2026-06-18T12:45:04.155212,99
2026-06-18T12:45:05.353017,99
2026-06-18T12:45:06.553552,99
2026-06-18T12:45:07.787761,99
2026-06-18T12:45:09.002105,99
2026-06-18T12:45:10.207380,99
2026-06-18T12:45:11.451974,99
2026-06-18T12:45:12.651928,99
2026-06-18T12:45:13.868266,99
2026-06-18T12:45:15.083313,99
2026-06-18T12:45:16.300881,99
2026-06-18T12:45:17.539494,99
2026-06-18T12:45:18.787811,99
2026-06-18T12:45:19.991856,99
2026-06-18T12:45:21.198086,99
2026-06-18T12:45:22.391993,99
2026-06-18T12:45:23.614449,99
2026-06-18T12:45:24.862337,99
2026-06-18T12:45:26.051010,99
2026-06-18T12:45:27.262784,99
2026-06-18T12:45:28.485237,99
2026-06-18T12:45:29.752069,99
2026-06-18T12:45:30.953215,99
2026-06-18T12:45:32.164134,99
2026-06-18T12:45:33.372757,99
2026-06-18T12:45:34.567270,99
2026-06-18T12:45:35.775001,99
2026-06-18T12:45:36.960262,99
2026-06-18T12:45:38.220006,99
2026-06-18T12:45:39.460427,99
2026-06-18T12:45:40.666652,99
2026-06-18T12:45:41.883570,99
2026-06-18T12:45:43.077376,99
2026-06-18T12:45:44.271123,99
2026-06-18T12:45:45.490724,99
2026-06-18T12:45:46.700773,99
2026-06-18T12:45:47.903665,99
2026-06-18T12:45:49.123213,99
2026-06-18T12:45:50.334955,99
2026-06-18T12:45:51.562472,99
2026-06-18T12:45:52.807806,99
2026-06-18T12:45:54.045854,99
2026-06-18T12:45:55.244924,99
2026-06-18T12:45:56.460745,99
2026-06-18T12:45:57.763642,99
2026-06-18T12:45:58.982952,99
2026-06-18T12:46:00.364380,99
2026-06-18T12:46:01.587051,99
2026-06-18T12:46:02.814578,99
2026-06-18T12:46:04.037941,99
2026-06-18T12:46:05.258119,99
2026-06-18T12:46:06.455579,99
2026-06-18T12:46:07.674390,99
2026-06-18T12:46:08.900052,99
2026-06-18T12:46:10.100571,99
2026-06-18T12:46:11.308953,99
2026-06-18T12:46:12.542440,99
2026-06-18T12:46:13.780935,99
2026-06-18T12:46:14.994213,99
2026-06-18T12:46:16.200565,99
2026-06-18T12:46:17.428636,99
2026-06-18T12:46:18.662920,99
2026-06-18T12:46:19.884711,99
2026-06-18T12:46:21.097582,99
2026-06-18T12:46:22.332886,99
2026-06-18T12:46:23.561216,99
2026-06-18T12:46:24.787118,99
2026-06-18T12:46:25.981079,99
2026-06-18T12:46:27.217814,99
2026-06-18T12:46:28.521500,99
2026-06-18T12:46:29.874021,99
2026-06-18T12:46:31.501158,99
2026-06-18T12:46:32.808501,99
2026-06-18T12:46:34.096980,99
2026-06-18T12:46:35.352460,99
2026-06-18T12:46:36.750601,99
2026-06-18T12:46:38.020720,99
2026-06-18T12:46:39.306505,99
2026-06-18T12:46:40.607432,99
2026-06-18T12:46:41.919184,99
2026-06-18T12:46:43.191824,99
2026-06-18T12:46:44.468311,99
2026-06-18T12:46:45.789569,99
2026-06-18T12:46:47.049102,99
2026-06-18T12:46:48.315049,99
2026-06-18T12:46:49.554380,99
2026-06-18T12:46:50.769909,99
2026-06-18T12:46:51.954489,99
2026-06-18T12:46:53.168517,99
2026-06-18T12:46:54.425925,99
2026-06-18T12:46:55.633622,99
2026-06-18T12:46:56.868841,99
2026-06-18T12:46:58.091218,99
2026-06-18T12:46:59.289105,99
2026-06-18T12:47:00.526978,99
2026-06-18T12:47:01.758409,99
2026-06-18T12:47:02.951346,99
2026-06-18T12:47:04.162711,99
2026-06-18T12:47:05.392571,99
2026-06-18T12:47:06.635786,99
2026-06-18T12:47:07.857873,99
2026-06-18T12:47:09.060782,99
2026-06-18T12:47:10.264705,99
2026-06-18T12:47:11.473705,99
2026-06-18T12:47:12.660296,99
2026-06-18T12:47:13.856921,99
2026-06-18T12:47:15.068682,99
2026-06-18T12:47:16.300795,99
2026-06-18T12:47:17.502310,99
2026-06-18T12:47:18.798704,99
2026-06-18T12:47:19.983434,99
2026-06-18T12:47:21.173721,99
2026-06-18T12:47:22.378763,99
2026-06-18T12:47:23.578256,99
2026-06-18T12:47:24.847622,99
2026-06-18T12:47:26.162156,99
2026-06-18T12:47:27.357327,99
2026-06-18T12:47:28.545142,99
2026-06-18T12:47:29.785590,99
2026-06-18T12:47:31.092577,99
2026-06-18T12:47:32.332075,99
2026-06-18T12:47:33.533421,99
2026-06-18T12:47:34.759679,99
2026-06-18T12:47:35.972883,99
2026-06-18T12:47:37.169055,99
2026-06-18T12:47:38.397581,99
2026-06-18T12:47:39.603059,99
2026-06-18T12:47:40.821846,99
2026-06-18T12:47:42.092117,99
2026-06-18T12:47:43.311679,99
2026-06-18T12:47:44.566015,99
2026-06-18T12:47:45.771003,99
2026-06-18T12:47:46.988212,99
2026-06-18T12:47:48.252898,99
2026-06-18T12:47:49.476619,99
2026-06-18T12:47:50.745482,99
2026-06-18T12:47:51.942560,99
2026-06-18T12:47:53.161945,99
2026-06-18T12:47:54.761581,99
2026-06-18T12:47:56.015801,99
2026-06-18T12:47:57.215142,99
2026-06-18T12:47:58.420081,99
2026-06-18T12:47:59.627677,99
2026-06-18T12:48:00.863566,99
2026-06-18T12:48:02.074849,99
2026-06-18T12:48:03.280159,99
2026-06-18T12:48:04.473300,99
2026-06-18T12:48:05.673977,99
2026-06-18T12:48:06.903546,99
2026-06-18T12:48:08.145430,99
2026-06-18T12:48:09.337576,99
2026-06-18T12:48:10.522706,99
2026-06-18T12:48:11.740495,99
2026-06-18T12:48:12.960456,99
2026-06-18T12:48:14.189845,99
2026-06-18T12:48:15.410845,99
2026-06-18T12:48:16.611812,99
2026-06-18T12:48:17.841215,99
2026-06-18T12:48:19.027415,99
2026-06-18T12:48:20.241392,99
2026-06-18T12:48:21.446558,99
2026-06-18T12:48:22.675400,99
2026-06-18T12:48:23.990277,99
2026-06-18T12:48:25.245868,99
2026-06-18T12:48:26.490853,99
2026-06-18T12:48:27.729111,99
2026-06-18T12:48:28.977043,99
2026-06-18T12:48:30.204346,99
2026-06-18T12:48:31.462919,99
2026-06-18T12:48:32.751759,99
2026-06-18T12:48:34.010442,99
2026-06-18T12:48:35.285654,99
2026-06-18T12:48:36.550614,99
2026-06-18T12:48:37.826353,99
2026-06-18T12:48:39.031133,99
2026-06-18T12:48:40.260062,99
2026-06-18T12:48:41.486838,99
2026-06-18T12:48:42.692987,99
2026-06-18T12:48:43.912521,99
2026-06-18T12:48:45.117946,99
2026-06-18T12:48:46.309266,99
2026-06-18T12:48:47.597434,99
2026-06-18T12:48:48.813594,99
2026-06-18T12:48:50.019779,99
2026-06-18T12:48:51.245125,99
2026-06-18T12:48:52.449740,99
2026-06-18T12:48:53.689249,99
2026-06-18T12:48:54.989212,99
2026-06-18T12:48:56.199149,99
2026-06-18T12:48:57.407020,99
2026-06-18T12:48:58.669982,99
2026-06-18T12:48:59.869986,99
2026-06-18T12:49:01.107556,99
2026-06-18T12:49:02.348090,99
2026-06-18T12:49:03.586540,99
2026-06-18T12:49:04.819539,99
2026-06-18T12:49:06.024083,99
2026-06-18T12:49:07.219412,99
2026-06-18T12:49:08.429146,99
2026-06-18T12:49:09.647246,99
2026-06-18T12:49:10.888408,99
2026-06-18T12:49:12.107365,99
2026-06-18T12:49:13.365671,99
2026-06-18T12:49:14.608817,99
2026-06-18T12:49:15.835489,99
2026-06-18T12:49:17.036281,99
2026-06-18T12:49:18.241944,99
2026-06-18T12:49:19.452893,99
2026-06-18T12:49:20.702406,99
2026-06-18T12:49:21.919626,99
2026-06-18T12:49:23.144374,99
2026-06-18T12:49:24.354873,99
2026-06-18T12:49:25.587803,99
2026-06-18T12:49:26.777480,99
2026-06-18T12:49:27.985449,99
2026-06-18T12:49:29.188742,99
2026-06-18T12:49:30.390846,99
2026-06-18T12:49:31.599287,99
2026-06-18T12:49:32.802196,99
2026-06-18T12:49:34.001504,99
2026-06-18T12:49:35.270734,99
2026-06-18T12:49:36.474749,99
2026-06-18T12:49:37.669090,99
2026-06-18T12:49:38.878066,99
2026-06-18T12:49:40.084055,99
2026-06-18T12:49:41.291444,99
2026-06-18T12:49:42.510897,99
2026-06-18T12:49:43.704708,99
2026-06-18T12:49:44.909606,99
2026-06-18T12:49:46.108633,99
2026-06-18T12:49:47.426633,99
2026-06-18T12:49:48.636493,99
2026-06-18T12:49:49.852139,99
2026-06-18T12:49:51.145166,99
2026-06-18T12:49:52.338179,99
2026-06-18T12:49:53.571321,99
2026-06-18T12:49:54.793086,99
2026-06-18T12:49:55.993146,99
2026-06-18T12:49:57.237837,99
2026-06-18T12:49:58.474299,99
2026-06-18T12:49:59.741054,99
2026-06-18T12:50:00.960941,99
2026-06-18T12:50:02.192954,99
2026-06-18T12:50:03.438836,99
2026-06-18T12:50:04.710815,99
2026-06-18T12:50:05.961434,99
2026-06-18T12:50:07.175094,99
2026-06-18T12:50:08.433310,99
2026-06-18T12:50:09.657292,99
2026-06-18T12:50:10.876916,99
2026-06-18T12:50:12.084616,99
2026-06-18T12:50:13.336478,99
2026-06-18T12:50:14.549584,99
2026-06-18T12:50:15.768570,99
2026-06-18T12:50:16.997884,99
2026-06-18T12:50:18.202719,99
2026-06-18T12:50:19.503151,99
2026-06-18T12:50:20.715891,99
2026-06-18T12:50:21.932691,99
2026-06-18T12:50:23.223663,99
2026-06-18T12:50:24.427610,99
2026-06-18T12:50:25.632029,99
2026-06-18T12:50:26.831948,99
2026-06-18T12:50:28.030875,99
2026-06-18T12:50:29.254891,99
2026-06-18T12:50:30.594243,99
2026-06-18T12:50:31.836509,99
2026-06-18T12:50:33.051672,99
2026-06-18T12:50:34.252459,99
2026-06-18T12:50:35.459191,99
2026-06-18T12:50:36.664716,99
2026-06-18T12:50:37.863658,99
2026-06-18T12:50:39.076816,99
2026-06-18T12:50:40.291680,99
2026-06-18T12:50:41.499187,99
2026-06-18T12:50:42.735414,99
2026-06-18T12:50:43.963846,99
2026-06-18T12:50:45.173698,99
2026-06-18T12:50:46.377938,99
2026-06-18T12:50:47.633545,99
2026-06-18T12:50:48.834845,99
2026-06-18T12:50:50.061247,99
2026-06-18T12:50:51.359209,99
2026-06-18T12:50:52.547440,99
2026-06-18T12:50:53.769243,99
2026-06-18T12:50:55.026884,99
2026-06-18T12:50:56.242487,99
2026-06-18T12:50:57.432333,99
2026-06-18T12:50:58.658810,99
2026-06-18T12:50:59.878267,99
2026-06-18T12:51:01.070280,99
2026-06-18T12:51:02.278193,99
2026-06-18T12:51:03.529770,99
2026-06-18T12:51:04.746334,99
2026-06-18T12:51:05.972309,99
2026-06-18T12:51:07.191926,99
2026-06-18T12:51:08.420587,99
2026-06-18T12:51:10.125303,99
2026-06-18T12:51:11.334680,99
2026-06-18T12:51:12.545547,99
2026-06-18T12:51:13.752733,99
2026-06-18T12:51:14.957057,99
2026-06-18T12:51:16.207203,99
2026-06-18T12:51:17.424598,99
2026-06-18T12:51:18.635549,99
2026-06-18T12:51:19.937847,99
2026-06-18T12:51:21.152817,99
2026-06-18T12:51:22.372915,99
2026-06-18T12:51:23.578769,99
2026-06-18T12:51:24.777573,99
2026-06-18T12:51:26.044876,99
2026-06-18T12:51:27.235195,99
2026-06-18T12:51:28.461392,99
2026-06-18T12:51:29.663649,99
2026-06-18T12:51:30.870993,99
2026-06-18T12:51:32.081542,99
2026-06-18T12:51:33.278989,99
2026-06-18T12:51:34.476358,99
2026-06-18T12:51:35.851020,99
2026-06-18T12:51:37.053417,99
2026-06-18T12:51:38.330254,99
2026-06-18T12:51:39.531794,99
2026-06-18T12:51:40.730315,99
2026-06-18T12:51:41.939320,99
2026-06-18T12:51:43.206031,99
2026-06-18T12:51:44.426796,99
2026-06-18T12:51:45.663006,99
2026-06-18T12:51:46.913907,99
2026-06-18T12:51:48.121517,99
2026-06-18T12:51:49.322471,99
2026-06-18T12:51:50.546976,99
2026-06-18T12:51:51.757110,99
2026-06-18T12:51:52.957518,99
2026-06-18T12:51:54.160833,99
2026-06-18T12:51:55.367443,99
2026-06-18T12:51:56.575341,99
2026-06-18T12:51:57.775095,99
2026-06-18T12:51:58.976889,99
2026-06-18T12:52:00.341605,99
2026-06-18T12:52:01.552937,99
2026-06-18T12:52:02.776672,99
2026-06-18T12:52:03.969258,99
2026-06-18T12:52:05.157611,99
2026-06-18T12:52:06.374617,99
2026-06-18T12:52:07.580522,99
2026-06-18T12:52:08.823903,99
2026-06-18T12:52:10.044476,99
2026-06-18T12:52:11.322734,99
2026-06-18T12:52:12.544715,99
2026-06-18T12:52:13.777422,99
2026-06-18T12:52:15.048239,99
2026-06-18T12:52:16.285088,99
2026-06-18T12:52:17.524526,99
2026-06-18T12:52:18.753182,99
2026-06-18T12:52:19.963462,99
2026-06-18T12:52:21.160882,99
2026-06-18T12:52:22.418027,99
2026-06-18T12:52:23.616515,99
2026-06-18T12:52:24.828104,99
2026-06-18T12:52:26.032088,99
2026-06-18T12:52:27.234972,99
2026-06-18T12:52:28.460588,99
2026-06-18T12:52:29.648498,99
2026-06-18T12:52:30.864912,99
2026-06-18T12:52:32.067918,99
2026-06-18T12:52:33.259208,99
2026-06-18T12:52:34.502491,99
2026-06-18T12:52:35.704852,99
2026-06-18T12:52:36.902063,99
2026-06-18T12:52:38.112797,99
2026-06-18T12:52:39.311413,99
2026-06-18T12:52:40.552220,99
2026-06-18T12:52:41.815578,99
2026-06-18T12:52:43.039820,99
2026-06-18T12:52:44.271697,99
2026-06-18T12:52:45.480950,99
2026-06-18T12:52:46.699336,99
2026-06-18T12:52:47.892698,99
2026-06-18T12:52:49.102193,99
2026-06-18T12:52:50.318783,99
2026-06-18T12:52:51.513056,99
2026-06-18T12:52:52.705854,99
2026-06-18T12:52:53.912942,99
2026-06-18T12:52:55.108978,99
2026-06-18T12:52:56.350797,99
2026-06-18T12:52:57.574662,99
2026-06-18T12:52:58.792663,99
2026-06-18T12:53:00.010078,99
2026-06-18T12:53:01.227961,99
2026-06-18T12:53:02.445150,99
2026-06-18T12:53:03.667157,99
2026-06-18T12:53:04.891261,99
2026-06-18T12:53:06.118760,99
2026-06-18T12:53:07.327130,99
2026-06-18T12:53:08.523675,99
2026-06-18T12:53:09.751314,99
2026-06-18T12:53:10.982433,99
2026-06-18T12:53:12.230867,99
2026-06-18T12:53:13.448236,99
2026-06-18T12:53:14.642893,99
2026-06-18T12:53:15.850790,99
2026-06-18T12:53:17.061253,99
2026-06-18T12:53:18.297215,99
2026-06-18T12:53:19.511925,99
2026-06-18T12:53:20.762859,99
2026-06-18T12:53:22.037475,99
2026-06-18T12:53:23.341938,99
2026-06-18T12:53:24.630174,99
2026-06-18T12:53:25.921520,99
2026-06-18T12:53:27.229034,99
2026-06-18T12:53:28.466160,99
2026-06-18T12:53:29.726143,99
2026-06-18T12:53:30.972217,99
2026-06-18T12:53:32.218062,99
2026-06-18T12:53:33.455096,99
2026-06-18T12:53:34.736809,99
2026-06-18T12:53:35.946548,99
2026-06-18T12:53:37.168816,99
2026-06-18T12:53:38.404079,99
2026-06-18T12:53:39.622610,99
2026-06-18T12:53:40.840625,99
2026-06-18T12:53:42.049870,99
2026-06-18T12:53:43.282471,99
2026-06-18T12:53:44.483366,99
2026-06-18T12:53:45.706779,99
2026-06-18T12:53:46.940266,99
2026-06-18T12:53:48.164490,99
2026-06-18T12:53:49.367821,99
2026-06-18T12:53:50.586258,99
2026-06-18T12:53:51.827108,99
2026-06-18T12:53:53.068783,99
2026-06-18T12:53:54.354233,99
2026-06-18T12:53:55.579588,99
2026-06-18T12:53:56.787608,99
2026-06-18T12:53:58.000483,99
2026-06-18T12:53:59.211486,99
2026-06-18T12:54:00.479232,99
2026-06-18T12:54:01.669486,99
2026-06-18T12:54:02.884681,99
2026-06-18T12:54:04.094004,99
2026-06-18T12:54:05.295468,99
2026-06-18T12:54:06.486887,99
2026-06-18T12:54:07.740411,99
2026-06-18T12:54:08.936522,99
2026-06-18T12:54:10.174372,99
2026-06-18T12:54:11.386440,99
2026-06-18T12:54:12.633637,99
2026-06-18T12:54:13.846761,99
2026-06-18T12:54:15.078727,99
2026-06-18T12:54:16.294385,99
2026-06-18T12:54:17.495982,99
2026-06-18T12:54:18.690201,99
2026-06-18T12:54:19.914627,99
2026-06-18T12:54:21.125587,99
2026-06-18T12:54:22.330485,99
2026-06-18T12:54:23.569495,99
2026-06-18T12:54:24.789342,99
2026-06-18T12:54:26.057813,99
2026-06-18T12:54:27.303500,99
2026-06-18T12:54:28.529300,99
2026-06-18T12:54:29.716917,99
2026-06-18T12:54:31.011815,99
2026-06-18T12:54:32.210857,99
2026-06-18T12:54:33.438340,99
2026-06-18T12:54:34.694088,99
2026-06-18T12:54:35.925615,99
2026-06-18T12:54:37.128663,99
2026-06-18T12:54:38.328407,99
2026-06-18T12:54:39.517597,99
2026-06-18T12:54:40.741437,99
2026-06-18T12:54:41.975382,99
2026-06-18T12:54:43.158899,99
2026-06-18T12:54:44.358160,99
2026-06-18T12:54:45.634418,99
2026-06-18T12:54:46.873682,99
2026-06-18T12:54:48.114212,99
2026-06-18T12:54:49.316899,99
2026-06-18T12:54:50.531362,99
2026-06-18T12:54:51.736097,99
2026-06-18T12:54:52.977345,99
2026-06-18T12:54:54.181855,99
2026-06-18T12:54:55.382633,99
2026-06-18T12:54:56.620169,99
2026-06-18T12:54:57.865469,99
2026-06-18T12:54:59.115455,99
2026-06-18T12:55:00.397660,99
2026-06-18T12:55:01.601772,99
2026-06-18T12:55:02.846772,99
2026-06-18T12:55:04.089753,99
2026-06-18T12:55:05.306614,99
2026-06-18T12:55:06.557958,99
2026-06-18T12:55:07.745997,99
2026-06-18T12:55:08.987813,99
2026-06-18T12:55:10.220987,99
2026-06-18T12:55:11.417344,99
2026-06-18T12:55:12.603592,99
2026-06-18T12:55:13.854566,99
2026-06-18T12:55:15.084208,99
2026-06-18T12:55:16.294756,99
2026-06-18T12:55:17.504724,99
2026-06-18T12:55:18.704929,99
2026-06-18T12:55:19.929956,99
2026-06-18T12:55:21.121493,99
2026-06-18T12:55:22.375413,99
2026-06-18T12:55:23.579356,99
2026-06-18T12:55:24.781719,99
2026-06-18T12:55:26.019062,99
2026-06-18T12:55:27.215058,99
2026-06-18T12:55:28.412207,99
2026-06-18T12:55:29.651305,99
2026-06-18T12:55:31.020874,99
2026-06-18T12:55:32.260875,99
2026-06-18T12:55:33.480735,99
2026-06-18T12:55:34.745373,99
2026-06-18T12:55:35.969269,99
2026-06-18T12:55:37.180261,99
2026-06-18T12:55:38.381565,99
2026-06-18T12:55:39.583375,99
2026-06-18T12:55:40.797731,99
2026-06-18T12:55:42.092565,99
2026-06-18T12:55:43.365483,99
2026-06-18T12:55:44.603166,99
2026-06-18T12:55:45.821699,99
2026-06-18T12:55:47.079042,99
2026-06-18T12:55:48.278342,99
2026-06-18T12:55:49.483011,99
2026-06-18T12:55:50.675850,99
2026-06-18T12:55:51.911139,99
2026-06-18T12:55:53.664299,99
2026-06-18T12:55:55.991697,99
2026-06-18T12:55:57.217081,99
2026-06-18T12:55:58.442427,99
2026-06-18T12:55:59.731312,99
2026-06-18T12:56:01.004887,99
2026-06-18T12:56:02.217423,99
2026-06-18T12:56:03.439853,99
2026-06-18T12:56:04.650727,99
2026-06-18T12:56:05.858415,99
2026-06-18T12:56:07.104665,99
2026-06-18T12:56:08.307906,99
2026-06-18T12:56:09.513087,99
2026-06-18T12:56:10.729516,99
2026-06-18T12:56:11.947517,99
2026-06-18T12:56:13.151842,99
2026-06-18T12:56:14.373236,99
2026-06-18T12:56:15.586519,99
2026-06-18T12:56:16.783499,99
2026-06-18T12:56:18.037515,99
2026-06-18T12:56:19.238272,99
2026-06-18T12:56:20.438508,99
2026-06-18T12:56:21.648054,99
2026-06-18T12:56:22.839832,99
2026-06-18T12:56:24.057944,99
2026-06-18T12:56:25.266756,99
2026-06-18T12:56:26.471644,99
2026-06-18T12:56:27.666671,99
2026-06-18T12:56:28.881661,99
2026-06-18T12:56:30.091017,99
2026-06-18T12:56:31.289087,99
2026-06-18T12:56:32.510764,99
2026-06-18T12:56:33.698558,99
2026-06-18T12:56:34.954894,99
2026-06-18T12:56:36.195759,99
2026-06-18T12:56:37.471338,99
2026-06-18T12:56:38.761513,99
